Event,Version,Platform,Params,
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:50:701 AM;  Object : Small Bubble;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:50:715 AM;  Object : Bubble;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:50:799 AM;  Object : Small Bubble;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:51:425 AM;  Object : Small Bubble;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:51:477 AM;  Object : Bubble;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:51:697 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:52:115 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:52:382 AM;  Object : Fox;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:52:614 AM;  Object : Fox;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:52:816 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:53:051 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:53:264 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:53:453 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:53:482 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:53:715 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:53:782 AM;  Object : Background;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 11:43:54:504 AM;  Object : Small Bubble;  Subject ID : 1281602;  Stage ID : -4783477676894451368},
Create Subject,16,iPad,{ Subject ID : 1281603},
Switch Subject,16,iPad,{ User ID : 1281603;  Subject ID : 1281603},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 08-Dec 12:05:57:047 PM;  Stage ID : 6429184337270609514;  Subject ID : 1281603;  Start Time : 08-Dec 12:05:57:046 PM;  End Time : 08-Dec 12:05:59:306 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:05:59:421 PM;  Responsive Start Time : 08-Dec 12:06:00:920 PM;  Correct First Try? : Y;  Object : ball;  Stage ID : -5564740937391005335;  End Time : 08-Dec 12:06:04:004 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Target Object;  Object 1 : Objects/familiar/ball/ball_x_x@2x.png;  Stage ID : -5564740937391005335},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:02:986 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : -5564740937391005335},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:04:042 PM;  Responsive Start Time : 08-Dec 12:06:05:487 PM;  Correct First Try? : Y;  Object : balloon;  Trial Type : FF;  Stage ID : -3081560371734325409;  End Time : 08-Dec 12:06:06:521 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Left;  Object 1 : Objects/familiar/balloon/balloon_x_x@2x.png;  Stage ID : -3081560371734325409},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Right;  Object 1 : Objects/familiar/ball/ball_x_x@2x.png;  Stage ID : -3081560371734325409},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:06:521 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : -3081560371734325409},
Session,16,iPad,{ Stage Type : Bubble Playtime;  Subject ID : 1281603;  Start Time : 08-Dec 12:06:06:627 PM;  Responsive Start Time : 08-Dec 12:06:08:040 PM;  Object : balloon;  Stage ID : 6287562018841168490;  End Time : 08-Dec 12:06:13:640 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Playtime Object;  Object 1 : Objects/familiar/balloon/balloon_x_x@2x.png;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:09:061 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:10:323 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:11:660 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:11:990 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:12:324 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:12:624 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:12:925 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:13:192 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:13:205 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:13:223 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:13:638 PM;  Object : Next Button;  Subject ID : 1281603;  Stage ID : 6287562018841168490},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 08-Dec 12:06:13:683 PM;  Stage ID : -1238593111140924568;  Subject ID : 1281603;  Start Time : 08-Dec 12:06:13:681 PM;  End Time : 08-Dec 12:06:17:541 PM},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:13:788 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -1238593111140924568},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:14:139 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -1238593111140924568},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:17:640 PM;  Responsive Start Time : 08-Dec 12:06:18:954 PM;  Correct First Try? : Y;  Object : spoon;  Stage ID : 57648258678000743;  End Time : 08-Dec 12:06:21:971 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Target Object;  Object 1 : Objects/familiar/spoon/spoon_x_x@2x.png;  Stage ID : 57648258678000743},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:20:955 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 57648258678000743},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:22:016 PM;  Responsive Start Time : 08-Dec 12:06:24:255 PM;  Correct First Try? : Y;  Object : flower;  Trial Type : FF;  Stage ID : -1591884521058150048;  End Time : 08-Dec 12:06:24:655 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Left;  Object 1 : Objects/familiar/spoon/spoon_x_x@2x.png;  Stage ID : -1591884521058150048},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Right;  Object 1 : Objects/familiar/flower/flower_x_x@2x.png;  Stage ID : -1591884521058150048},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:24:654 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : -1591884521058150048},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 08-Dec 12:06:24:740 PM;  Stage ID : -8048286679290078354;  Subject ID : 1281603;  Start Time : 08-Dec 12:06:24:739 PM;  End Time : 08-Dec 12:06:28:609 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:28:705 PM;  Responsive Start Time : 08-Dec 12:06:30:489 PM;  Correct First Try? : Y;  Object : bowl;  Stage ID : -6462702309274149013;  End Time : 08-Dec 12:06:33:390 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Target Object;  Object 1 : Objects/familiar/bowl/bowl_x_x@2x.png;  Stage ID : -6462702309274149013},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:32:372 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : -6462702309274149013},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:33:435 PM;  Responsive Start Time : 08-Dec 12:06:35:255 PM;  Correct First Try? : Y;  Object : pretzel;  Trial Type : FF;  Stage ID : -2005139137547140761;  End Time : 08-Dec 12:06:36:006 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Left;  Object 1 : Objects/familiar/pretzel/pretzel_x_x@2x.png;  Stage ID : -2005139137547140761},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Right;  Object 1 : Objects/familiar/bowl/bowl_x_x@2x.png;  Stage ID : -2005139137547140761},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:36:005 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : -2005139137547140761},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 08-Dec 12:06:36:097 PM;  Stage ID : 5017427096805514605;  Subject ID : 1281603;  Start Time : 08-Dec 12:06:36:096 PM;  End Time : 08-Dec 12:06:39:976 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:40:082 PM;  Responsive Start Time : 08-Dec 12:06:42:073 PM;  Correct First Try? : Y;  Object : banana;  Stage ID : 2816282536329538403;  End Time : 08-Dec 12:06:45:639 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Target Object;  Object 1 : Objects/familiar/banana/banana_x_x@2x.png;  Stage ID : 2816282536329538403},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:44:622 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 2816282536329538403},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:45:687 PM;  Responsive Start Time : 08-Dec 12:06:47:473 PM;  Correct First Try? : Y;  Object : banana;  Trial Type : C-NF;  Stage ID : 5398870462703025011;  End Time : 08-Dec 12:06:48:508 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Left;  Object 1 : Objects/novel/disk/disk_x_x@2x.png;  Stage ID : 5398870462703025011},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Right;  Object 1 : Objects/familiar/banana/banana_x_x@2x.png;  Stage ID : 5398870462703025011},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:48:508 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 5398870462703025011},
Session,16,iPad,{ Stage Type : Noise Playtime;  Subject ID : 1281603;  Start Time : 08-Dec 12:06:48:609 PM;  Responsive Start Time : 08-Dec 12:06:48:651 PM;  Object : banana;  Stage ID : -4312990082230897040;  End Time : 08-Dec 12:06:53:674 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Playtime Object;  Object 1 : Objects/familiar/banana/banana_x_x@2x.png;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:50:393 PM;  Object : Object 4;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:50:928 PM;  Object : Object 6;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:50:992 PM;  Object : Object 5;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:51:177 PM;  Object : Object 6;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:51:528 PM;  Object : Object 6;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:51:809 PM;  Object : Object 3;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:52:123 PM;  Object : Object 3;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:52:409 PM;  Object : Object 3;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:52:758 PM;  Object : Object 3;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:53:209 PM;  Object : Object 0;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:53:673 PM;  Object : Next Button;  Subject ID : 1281603;  Stage ID : -4312990082230897040},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 08-Dec 12:06:53:710 PM;  Stage ID : 5076116047528271981;  Subject ID : 1281603;  Start Time : 08-Dec 12:06:53:709 PM;  End Time : 08-Dec 12:06:55:961 PM},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:53:843 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : 5076116047528271981},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:54:143 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : 5076116047528271981},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:06:54:457 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : 5076116047528271981},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:06:56:080 PM;  Responsive Start Time : 08-Dec 12:06:57:723 PM;  Correct First Try? : Y;  Object : luffa;  Stage ID : 8315443497354336104;  End Time : 08-Dec 12:07:01:275 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Target Object;  Object 1 : Objects/novel/luffa/luffa_x_x@2x.png;  Stage ID : 8315443497354336104},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:00:257 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 8315443497354336104},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:07:01:321 PM;  Responsive Start Time : 08-Dec 12:07:03:158 PM;  Correct First Try? : Y;  Object : beaker;  Trial Type : NN;  Stage ID : 176988963537932381;  End Time : 08-Dec 12:07:06:014 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Left;  Object 1 : Objects/novel/beaker/beaker_x_x@2x.png;  Stage ID : 176988963537932381},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Right;  Object 1 : Objects/novel/luffa/luffa_x_x@2x.png;  Stage ID : 176988963537932381},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:06:007 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 176988963537932381},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 08-Dec 12:07:06:100 PM;  Stage ID : 8994316675878608477;  Subject ID : 1281603;  Start Time : 08-Dec 12:07:06:100 PM;  End Time : 08-Dec 12:07:09:978 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:07:10:076 PM;  Responsive Start Time : 08-Dec 12:07:12:174 PM;  Correct First Try? : Y;  Object : shoe;  Stage ID : 7694191002347496804;  End Time : 08-Dec 12:07:15:508 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Target Object;  Object 1 : Objects/familiar/shoe/shoe_x_x@2x.png;  Stage ID : 7694191002347496804},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:14:425 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 7694191002347496804},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:07:15:555 PM;  Responsive Start Time : 08-Dec 12:07:16:958 PM;  Correct First Try? : Y;  Object : helm;  Trial Type : NF;  Stage ID : 8231967112872728171;  End Time : 08-Dec 12:07:21:725 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Left;  Object 1 : Objects/familiar/shoe/shoe_x_x@2x.png;  Stage ID : 8231967112872728171},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Right;  Object 1 : Objects/novel/helm/helm_x_x@2x.png;  Stage ID : 8231967112872728171},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:21:725 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 8231967112872728171},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 08-Dec 12:07:21:813 PM;  Stage ID : -7701484352865109916;  Subject ID : 1281603;  Start Time : 08-Dec 12:07:21:812 PM;  End Time : 08-Dec 12:07:24:695 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:07:24:810 PM;  Responsive Start Time : 08-Dec 12:07:26:492 PM;  Correct First Try? : Y;  Object : chestnut;  Stage ID : 3370926090887890789;  End Time : 08-Dec 12:07:29:525 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Target Object;  Object 1 : Objects/novel/chestnut/chestnut_x_x@2x.png;  Stage ID : 3370926090887890789},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:28:508 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : 3370926090887890789},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 1281603;  Fox Assistance : None;  Start Time : 08-Dec 12:07:29:566 PM;  Responsive Start Time : 08-Dec 12:07:31:042 PM;  Correct First Try? : Y;  Object : chestnut;  Trial Type : C-NN;  Stage ID : -5653649257753525902;  End Time : 08-Dec 12:07:31:560 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Left;  Object 1 : Objects/novel/whisk/whisk_x_x@2x.png;  Stage ID : -5653649257753525902},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Right;  Object 1 : Objects/novel/chestnut/chestnut_x_x@2x.png;  Stage ID : -5653649257753525902},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:31:559 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 1281603;  Stage ID : -5653649257753525902},
Session,16,iPad,{ Stage Type : Bubble Playtime;  Subject ID : 1281603;  Start Time : 08-Dec 12:07:31:663 PM;  Responsive Start Time : 08-Dec 12:07:33:069 PM;  Object : chestnut;  Stage ID : -7342649300097692311;  End Time : 08-Dec 12:07:49:113 PM},
Object Category,16,iPad,{ Subject ID : 1281603;  Category : Playtime Object;  Object 1 : Objects/novel/chestnut/chestnut_x_x@2x.png;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:34:799 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:34:859 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:34:892 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:35:279 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:35:301 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:35:347 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:36:131 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:36:179 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:36:182 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:37:612 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:37:950 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:38:279 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:38:512 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:38:795 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:39:079 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:39:329 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:39:361 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:39:580 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:39:811 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:40:063 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:40:296 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:40:568 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:40:594 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:40:894 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:42:263 PM;  Object : Fox;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:42:896 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:43:314 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:43:738 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:43:792 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:43:796 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:44:463 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:44:486 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:44:680 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:44:948 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:45:177 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:45:429 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:45:665 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:45:727 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:45:911 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:45:927 PM;  Object : Background;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:46:749 PM;  Object : Fox;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:47:113 PM;  Object : Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
Interaction,16,iPad,{ Type : Touch;  Time Start : 08-Dec 12:07:47:428 PM;  Object : Small Bubble;  Subject ID : 1281603;  Stage ID : -7342649300097692311},
